Jahr,Titel englisch
1984,Revenge of the Nerds
1984,2010: The Year we make contact
1984,Breakin'
1984,Bachelor Party
1984,Red Dawn (1984)
1984,The Terminator
1984,City Heat
1984,All of Me
1984,Places in the Heart
1984,The Killing Fields
1984,Friday the 13th: Final Chapter
1984,Conan the Destroyer
1984,Dune
1984,The Gods Must Be Crazy
1984,Starman
1984,The Last Starfighter
1984,Cannonball Run II
1984,Teachers
1984,A Passage to India
1984,Protocol
1984,Micki and Maude
1984,The Cotton Club
1984,The Muppets Take Manhattan
1984,A Nightmare on Elm Street
1984,The Woman in Red
1984,Moscow on the Hudson
1984,The Flamingo Kid
1984,Sixteen Candles
1984,Missing in Action
1984,A Soldier's Story
1984,Against All Odds
1984,"Oh, God! You Devil!"
1984,Rhinestone
1984,Weekend Pass
1984,Top Secret!
1984,Hot Dog... The Movie
1984,The Neverending Story
1984,Unfaithfully Yours (1984)
1984,Best Defense
1984,Blame It on Rio
1984,Lassiter
1984,Angel
1984,Johnny Dangerously
1984,Firestarter
1984,Beat Street
1984,Breakin' 2: Electric Boogaloo
1984,Children of the Corn
1984,Night of the Comet
1984,Supergirl
1984,Ice Pirates
1984,The Evil That Men Do
1984,Irreconcilable Differences
1984,Dreamscape
1984,Up the Creek
1984,The River
1984,Tank
1984,Falling in Love
1984,Hard to Hold
1984,The Wild Life
1984,Broadway Danny Rose
1984,Where the Boys Are (1984)
1984,Thief of Hearts
1984,Terror in the Aisles
1984,Cloak and Dagger
1984,Country
1984,Bolero
1984,Body Double
1984,Oxford Blues
1984,The Bounty
1984,1984
1984,Reckless
1984,The Philadelphia Experiment
1984,Streets of Fire
1984,Just the Way You Are
1984,The Little Drummer Girl
1984,Ninja 3: The Domination
1984,Iceman
1984,Hardbodies
1984,Alphabet City
1984,The Pope of Greenwich Village
1984,Runaway
1984,Swing Shift
1984,The Razor's Edge
1984,Once Upon a Time in Amerika
1984,El Tesoro del Amazonas
1983,Return of the Jedi
1983,Terms of Endearment
1983,Flashdance
1983,Trading Places
1983,WarGames
1983,Octopussy
1983,Sudden Impact
1983,Staying Alive
1983,Mr. Mom
1983,Risky Business
1983,National Lampoon's Vacation
1983,Superman III
1983,The Big Chill
1983,Never Say Never Again
1983,Jaws 3-D
1983,Scarface (1983)
1983,Blue Thunder
1983,Yentl
1983,Silkwood
1983,Psycho II
1983,Porky's II: The Next Day
1983,Uncommon Valor
1983,Never Cry Wolf
1983,Twilight Zone: The Movie
1983,Easy Money
1983,High Road to China
1983,The Outsiders
1983,Spring Break
1983,Two of a Kind
1983,My Tutor
1983,Class
1983,The Right Stuff
1983,Cujo
1983,Christine
1983,The Dead Zone
1983,Breathless
1983,A Christmas Story
1983,Max Dugan Returns
1983,Valley Girl
1983,All the Right Moves
1983,Krull
1983,Spacehunter: Adventures in the Forbidden Zone
1983,Richard Pryor: Here and Now
1983,D.C. Cab
1983,Gorky Park
1983,Cheech & Chong Still Smokin'
1983,Monty Python's The Meaning of Life
1983,Educating Rita
1983,Private School
1983,The Survivors
1983,The Entity
1983,Revenge of the Ninja
1983,To Be or Not to Be (1983)
1983,Stroker Ace
1983,Lone Wolf McQuade
1983,The Black Stallion Returns
1983,Deathstalker
1983,Zelig
1983,The Lords of Discipline
1983,The Smurfs and the Magic Flute
1983,The Man Who Loved Women
1983,Hercules (1983)
1983,The House on Sorority Row
1983,Doctor Detroit
1983,Deal of the Century
1983,The Man with Two Brains
1983,The Year of Living Dangerously
1983,Brainstorm
1983,Lovesick
1983,Without a Trace
1983,Bad Boys (1983)
1983,Strange Brew
1983,Tender Mercies
1983,Something Wicked This Way Comes
1983,10 to Midnight
1983,Romantic Comedy
1983,Fanny and Alexander
1983,Nightmares
1983,The Golden Seal
1983,The Osterman Weekend
1983,Star 80
1983,The Sting II
1983,Amityville 3-D
1983,Chained Heat
1983,Beyond the Limit
1983,The Hunger
1983,Local Hero
1983,Under Fire
1983,Smokey & the Bandit Part III
1983,A Night in Heaven
1983,The Star Chamber
1983,The Grey Fox
1983,The Dresser
1983,BMX Bandits
1983,Yellowbeard
1982,E.T.: The Extra-Terrestrial
1982,Tootsie
1982,An Officer and a Gentleman
1982,Rocky III
1982,Porky's
1982,Star Trek II: The Wrath of Khan
1982,48 HRS.
1982,Poltergeist
1982,The Best Little Whorehouse in Texas
1982,Annie
1982,The Verdict
1982,Gandhi
1982,First Blood
1982,The Toy
1982,Firefox
1982,The Dark Crystal
1982,Conan the Barbarian
1982,The Sword and the Sorcerer
1982,Best Friends
1982,Richard Pryor: Live on the Sunset Strip
1982,Friday the 13th Part III
1982,Tron
1982,Young Doctors in Love
1982,Sophie's Choice
1982,The World According to Garp
1982,Victor/Victoria
1982,Blade Runner
1982,Airplane II: The Sequel
1982,Fast Times at Ridgemont High
1982,Some Kind of Hero
1982,The Road Warrior
1982,Pink Floyd: The Wall
1982,Things Are Tough All Over
1982,Night Shift
1982,Creepshow
1982,Quest for Fire
1982,The Man From Snowy River
1982,Six Pack
1982,My Favorite Year
1982,The Thing (1982)
1982,Deathtrap
1982,Dead Men Don't Wear Plaid
1982,Zapped!
1982,They Call Me Bruce
1982,Death Wish II
1982,Kiss Me Goodbye
1982,Grease 2
1982,The Secret of NIMH
1982,Halloween III: Season of the Witch
1982,Diner
1982,The Beastmaster
1982,Missing
1982,"Visiting Hours (The Fright, Get Well Soon)"
1982,Vice Squad
1982,Author! Author!
1982,Amityville II: The Possession
1982,Monsignor
1982,Making Love
1982,The Seduction
1982,Das Boot
1982,Silent Rage
1982,Savannah Smiles
1982,National Lampoon's Class Reunion
1982,Hanky Panky
1982,Shoot the Moon
1982,A Midsummer Night's Sex Comedy
1982,Trail of the Pink Panther
1982,If You Could See What I Hear
1982,Night Crossing
1982,The Pirate Movie
1982,The Beast Within
1982,Tex
1982,The Missionary
1982,Cat People
1982,I Ought to Be in Pictures
1982,The Amateur
1982,Six Weeks
1982,Forced Vengeance
1982,The Last Unicorn
1982,The Soldier
1982,The Border
1982,Evil Under the Sun
1982,Partners
1982,Still of the Night
1982,The Last American Virgin
1982,Megaforce
1982,Personal Best
1982,Paradise
1982,Cannery Row
1982,Venom
1982,Inchon
1982,Heidi's Song
1982,Tempest
1982,Summer Lovers
1982,Honky Tonk Man
1982,Slapstick (Of Another Kind)
1981,Raiders of the Lost Ark
1981,On Golden Pond
1981,Superman II
1981,Arthur
1981,Stripes
1981,The Cannonball Run
1981,Chariots of Fire
1981,For Your Eyes Only
1981,The Four Seasons
1981,Time Bandits
1981,Clash of the Titans (1981)
1981,Absence of Malice
1981,Reds
1981,The Fox and the Hound
1981,"Tarzan, the Ape Man"
1981,Taps
1981,Sharky's Machine
1981,Excalibur
1981,"History of the World, Part I"
1981,Bustin' Loose
1981,The Great Muppet Caper
1981,Endless Love
1981,An American Werewolf in London
1981,Neighbors
1981,"Fort Apache, The Bronx"
1981,Cinderella (Re-issue) (1981)
1981,The French Lieutenant's Woman
1981,Private Lessons
1981,Modern Problems
1981,Halloween II
1981,Only When I Laugh
1981,Escape from New York
1981,Body Heat
1981,Ghost Story
1981,Friday the 13th Part 2
1981,The Final Conflict: Omen III
1981,The Incredible Shrinking Woman
1981,Mommie Dearest
1981,Paternity
1981,Under the Rainbow
1981,The Howling
1981,Eye of the Needle
1981,Take This Job and Shove It
1981,Outland
1981,The Devil and Max Devlin
1981,Caveman
1981,Continental Divide
1981,The Night the Lights Went Out in Georgia
1981,Nighthawks
1981,S.O.B.
1981,Rich and Famous
1981,Scanners (1981)
1981,Dragonslayer
1981,True Confessions
1981,Atlantic City
1981,The Legend of the Lone Ranger
1981,First Monday in October
1981,The Postman Always Rings Twice
1981,Comin' at Ya!
1981,Blow Out
1981,Back Roads
1981,Thief
1981,Ragtime
1981,Victory (Escape to Victory)
1981,Rollover
1981,Wolfen
1981,Carbon Copy
1981,Pennies From Heaven
1981,Deadly Blessing
1981,"Whose Life Is It, Anyway?"
1981,Prince of the City
1981,The Fun House
1981,Buddy Buddy
1981,La Cage aux Folles 2
1981,All the Marbles
1981,Eyewitness
1981,Gallipoli
1981,My Bloody Valentine (1981)
1981,Going Ape!
1981,The Dogs of War
1981,Student Bodies
1981,The Watcher in the Woods
1981,All Night Long
1981,The Pursuit of D.B. Cooper
1981,Zoot Suit
1981,The Fan (1981)
1981,The Last Metro
1981,Gas
1981,Modern Romance
1981,The Hand
1981,Heartbeeps
1981,This Is Elvis
1981,Sphinx
1981,Honky Tonk Freeway
1981,Raggedy Man
1981,King of the Mountain
1981,Cutter's Way
1981,Silence of the North
1981,From Mao to Mozart
1981,Night School
1981,Olsen-bandens flugt over plankeværket
1981,Olsen-banden over alle bjerge
1981,Banana Joe
1981,Christiane F. - We Children from Bahnhof Zoo
1980,The Empire Strikes Back
1980,9 to 5
1980,Stir Crazy
1980,Airplane!
1980,Any Which Way You Can
1980,Private Benjamin
1980,Coal Miner's Daughter
1980,Smokey and the Bandit II
1980,The Blue Lagoon
1980,The Blues Brothers
1980,Ordinary People
1980,Popeye
1980,Urban Cowboy
1980,The Shining
1980,Seems Like Old Times
1980,Cheech & Chong's Next Movie
1980,Caddyshack
1980,Friday the 13th (1980)
1980,Brubaker
1980,Little Darlings
1980,Dressed to Kill
1980,The Jazz Singer
1980,Flash Gordon
1980,Lady and the Tramp (Re-issue) (1980)
1980,The Elephant Man
1980,Bronco Billy
1980,Raging Bull
1980,Xanadu
1980,American Gigolo
1980,My Bodyguard
1980,The Fog
1980,Fame (1980)
1980,Tess
1980,Altered States
1980,Song of the South (Re-issue) (1980)
1980,Cruising
1980,The Octagon
1980,The Aristocats (Re-issue) (1980)
1980,Honeysuckle Rose
1980,Herbie Goes Bananas
1980,Rough Cut
1980,The Final Countdown
1980,The Hunter
1980,Hero at Large
1980,The Long Riders
1980,The Island (1980)
1980,Close Encounters of the Third Kind (Special Edition)
1980,First Family
1980,Prom Night
1980,The Nude Bomb
1980,"Oh, God! Book II"
1980,The Competition
1980,Wholly Moses
1980,Mary Poppins (re-issue)
1980,Last Married Couple in America
1980,Used Cars
1980,The Mirror Crack'd
1980,The Last Flight of Noah's Ark
1980,The Fiendish Plot of Dr. Fu Manchu
1980,Stardust Memories
1980,The Hollywood Knights
1980,Serial
1980,Somewhere in Time
1980,Saturn 3
1980,Tribute
1980,The Formula
1980,Mad Max
1980,The Big Brawl
1980,The Awakening
1980,Fatso
1980,How to Beat the High Cost of Living
1980,How to Become a Detective
1980,Foxes
1980,The Big Red One
1980,The Stunt Man
1980,Where the Buffalo Roam
1980,The Gong Show Movie
1980,Motel Hell
1980,Little Miss Marker
1980,"Oh, Heavenly Dog!"
1980,Divine Madness
1980,In God We Trust
1980,He Knows You're Alone
1980,Coast to Coast
1980,Willie & Phil
1980,Melvin and Howard
1980,Roadie
1980,Gloria
1980,Kagemusha
1980,Resurrection
1980,Hide in Plain Sight
1980,Guyana: Cult of the Damned
1980,When Time Ran Out
1980,Heaven's Gate
1980,Ffolkes or North Sea Hijack
1980,Midnight Madness
1980,Loving Couples
1980,The Idolmaker
1980,The Black Marble
1980,Poliziotto superpiù
1979,Kramer vs. Kramer
1979,Olsen-banden overgiver sig aldrig
1979,Star Trek: The Motion Picture
1979,Moonraker
1979,Meteor
1979,Alien
1979,Apocalypse Now
1978,Convoy
1978,Capricorn One
1978,Comes a Horseman
1978,A Bridge Too Far
1978,The Deer Hunter
1977,Annie Hall
1977,Star Wars
1977,Close Encounters of the Third Kind
1977,Smokey and the Bandit
1977,The Spy Who Loved Me
1976,Logan's Run
1976,Silent Movie
1976,Rocky
1976,Taxi Driver
1975,One Flew Over The Cuckoo's Nest
1975,Three Days of the Condor
1975,Rollerball
1975,The Killer Elite
1975,The Adventure of Sherlock Holmes' Smarter Brother
1974,The Man with the Golden Gun
1974,Dark Star
1974,Young Frankenstein
1974,The Godfather Part II
1974,The Gambler
1973,Live and Let Die
1973,Slither
1973,Robin Hood
1973,–
1973,Freebie and the Bean
1973,Tři oříšky pro Popelku
1973,Papillion
1973,The Sting
1972,- [The Clue of the New Pin]
1972,Silent Running
1972,The Godfather
1971,–
1971,Captain Apache
1971,Diamonds Are Forever
1971,Brian's Song
1971,THX 1138
1971,The French Connection
1970,–
1970,The Aristocats
1970,Rabbit Run
1970,Patton
1969,Midnight Cowboy
1969,–
1968,C'era una volta il West - One upon a time in the West
1968,–
1968,2001: A Space Odyssey
1968,–
1968,Submarine X-1
1968,–
1968,Bullitt
1968,Die Lümmel von der ersten Bank 1. Teil
1968,Oliver!
1968,Le Petit Baigneur
1967,You Only Live Twice
1967,Countdown
1967,The Jungle Book
1967,In the Heat of the Night
1966,Return of the Seven
1966,El Dorado
1966,An American Dream
1966,A Man for All Seasons
1966,Fahrenheit 451
1965,The Great Race
1965,Thunderball
1965,Red Line 7000
1965,Those Magnificent Men in Their Flying Machines
1965,The Sound of Music
1965,The Glory Guys
1965,Doctor Zhivago
1964,Mary Poppins
1964,–
1964,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
1964,Goldfinger
1964,My Fair Lady
1964,Per un pugno di dollari
1963,From Russia with Love
1963,The Yellow Snake
1963,The Birds
1963,Irma la Douce
1963,Kaitei Gunkan
1963,Tom Jones
1963,The Nutty Professor
1962,To Kill a Mockingbird
1962,Dr. No
1962,The Longest Day
1962,Blago u Srebnom Jezeru
1962,Lawrence of Arabia
1962,Hatari!
1961,Breakfast at Tiffany's
1961,West Side Story
1960,The Good Soldier Schweik
1960,Psycho
1960,–
1960,Can-Can
1960,The Magnificent Seven
1960,Ocean's Eleven
1960,The Appartement
1959,Ben-Hur
1959,Journey to the Center of the Earth
1959,Plan 9 from Outer Space
1959,The Sound and the Fury
1959,North by Northwest
1959,Some Like It Hot
1958,–
1958,Vertigo
1958,Gigi
1957,Sissi – Fateful Years of an Empress
1957,Darby's Rangers
1957,–
1957,The Bridge on the River Kwai
1957,Det Sjunde inseglet
1956,Sissi – The Young Empress
1956,–
1956,The Ten Commandments
1956,The Man Who Knew Too Much
1956,The Wrong Man
1956,Around the World in Eighty Days
1955,Sissi
1955,Lady and the Tramp
1955,We're No Angels
1955,Marty
1954,Das Fenster zum Hof
1954,Dial M for Murder
1954,Rhapsody
1954,"20,000 Leagues Unter the Sea"
1954,On the Waterfront
1953,How to Marry a Millionaire
1953,The Veils of Bagdad
1953,From Here to Eternity
1952,One Minute to Zero
1952,The greatest Show on Earth
1952,The Quiet Man
1951,–
1951,The Day the Earth Stood Still
1951,When Worlds Collide
1951,An American in Paris
1950,–
1950,All about Eve
1950,Cinderella
1950,Harvey
1949,All the King's Men
1948,Rope
1948,Hamlet
1947,Gentleman's Agreement
1946,The Best Years of Our Lives
1945,The Lost Weekend
1944,Arsenic and Old Lace
1944,–
1944,Going My Way
1943,Casablanca
1942,Bambi
1942,Mrs. Miniver
1941,How Green Was My Valley
1941,Citizen Kane
1940,Rebecca
1940,The Great Dictator
1939,Gone with the Wind
1939,The Wizard of Oz
1938,You Can't Take It  with You
1937,Snow White and the Seven Dwarfs
1936,San Francisco
1935,Mutiny on the Bounty
1934,The Man Who Knew Too Much
1933,Cavalcade
1932,Red Dust
1931,Dr. Jekyll and Mr. Hyde
1930,All Quiet on the Western Front
1930,–
1929,That's my Wife
1925,Броненосец Потёмкин
1921,The Kid (Charlie Chaplin)
